MCC;TCC;MCC Category;Категория МСС;MCC Sub-Category;Подкатегория МСС;Description;Группа МСС;
3739;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Woodside Hotels and Resorts;Woodside Hotels and Resorts;
3740;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;TownePlace Suites;TownePlace Suites;
3741;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Millennium Hotels;Millennium Hotels;
3742;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Club Med;Club Med;
3743;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Biltmore Hotel and Suites;Biltmore Hotel and Suites;
3744;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Carefree Resorts;Carefree Resorts;
3745;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;St. Regis Hotel;St. Regis Hotel;
3746;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Eliot Hotels;Eliot Hotels;
3747;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Club Corp/Club Resorts;Club Corp/Club Resorts;
3748;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Wellesley Inns;Wellesley Inns;
3749;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Beverly Hills Hotel;Beverly Hills Hotel;
3750;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Crowne Plaza Hotels;Crowne Plaza Hotels;
3751;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Homewood Suites;Homewood Suites;
3752;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Peabody Hotels;Peabody Hotels;
3753;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Greenbriar Resorts;Greenbriar Resorts;
3754;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Amelia Island Plantation;Amelia Island Plantation;
3755;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Homestead;Homestead;
3756;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;South Seas Resorts;South Seas Resorts;
3757;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Canyon Ranch;Canyon Ranch;
3758;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Kahala Mandarin Oriental Hotel;Kahala Mandarin Oriental Hotel;
3759;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Orchid at Mauna Lani;Orchid at Mauna Lani;
3760;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Halekulani Hotel/Waikiki Parc;Halekulani Hotel/Waikiki Parc;
3761;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Primadonna Hotel and Casino;Primadonna Hotel and Casino;
3762;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Whiskey Pete’s Hotel and Casino;Whiskey Pete’s Hotel and Casino;
3763;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Chateau Elan Winery and Resort;Chateau Elan Winery and Resort;
3764;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Beau Rivage Hotel and Casino;Beau Rivage Hotel and Casino;
3765;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Bellagio Hotel and Casino;Bellagio Hotel and Casino;
3766;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Fremont Hotel and Casino;Fremont Hotel and Casino;
3767;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Main Street Hotel and Casino;Main Street Hotel and Casino;
3768;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Silver Star Hotel and Casino;Silver Star Hotel and Casino;
3769;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Stratosphere Hotel and Casino;Stratosphere Hotel and Casino;
3770;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;SpringHill Suites;SpringHill Suites;
3771;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Caesars Hotel and Casino;Caesars Hotel and Casino;
3772;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Nemacolin Woodlands;Nemacolin Woodlands;
3773;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Venetian Resort Hotel and Casino;Venetian Resort Hotel and Casino;
3774;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;New York, New York Hotel and Casino;New York, New York Hotel and Casino;
3775;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Sands Resort;Sands Resort;
3776;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Nevele Grande Resort and Country Club;Nevele Grande Resort and Country Club;
3777;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Mandalay Bay Resort;Mandalay Bay Resort;
3778;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Four Points Hotels;Four Points Hotels;
3779;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;W Hotels;W Hotels;
3780;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Disney Resorts;Disney Resorts;
3781;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Patricia Grand Resort Hotels;Patricia Grand Resort Hotels;
3782;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Rosen Hotels and Resorts;Rosen Hotels and Resorts;
3783;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Town and Country Resort & Convention Center;Town and Country Resort & Convention Center;
3784;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;First Hospitality Hotels;First Hospitality Hotels;
3785;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Outrigger Hotels & Resorts;Outrigger Hotels & Resorts;
3786;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Ohana Hotels of Hawaii;Ohana Hotels of Hawaii;
3787;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Caribe Royale Resort Suites & Villas;Caribe Royale Resort Suites & Villas;
3788;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Ala Moana Hotel;Ala Moana Hotel;
3789;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Smugglers’ Notch Resort;Smugglers’ Notch Resort;
3790;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Raffles Hotels;Raffles Hotels;
3791;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Staybridge Suites;Staybridge Suites;
3792;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Claridge Casino Hotel;Claridge Casino Hotel;
3793;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;The Flamingo Hotels;The Flamingo Hotels;
3794;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Grand Casino Hotels;Grand Casino Hotels;
3795;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Paris Las Vegas Hotel;Paris Las Vegas Hotel;
3796;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Peppermill Hotel Casino;Peppermill Hotel Casino;
3797;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Atlantic City Hilton;Atlantic City Hilton;
3798;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Embassy Vacation Resort;Embassy Vacation Resort;
3799;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hale Koa Hotel;Hale Koa Hotel;
3800;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Homestead Suites;Homestead Suites;
3801;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Wilderness Hotel and Golf Resort;Wilderness Hotel and Golf Resort;
3802;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;The Palace Hotel;The Palace Hotel;
3803;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;The Wigwam Golf Resort and Spa;The Wigwam Golf Resort and Spa;
3804;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;The Diplomat Country Club and Spa;The Diplomat Country Club and Spa;
3805;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;The Atlantic;The Atlantic;
3806;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Princeville Resort;Princeville Resort;
3807;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Element;Element;
3808;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;LXR (Luxury Resorts);LXR (Luxury Resorts);
3809;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Settle Inn;Settle Inn;
3810;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;La Costa Resort;La Costa Resort;
3811;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Premier Inn;Premier Inn;
3812;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hyatt Place;Hyatt Place;
3813;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hotel Indigo;Hotel Indigo;
3814;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;The Roosevelt Hotel NY;The Roosevelt Hotel NY;
3815;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Holiday Inn Nickelodeon;Holiday Inn Nickelodeon;
3817;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Affinia;Affinia;
3818;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;MainStay Suites;MainStay Suites;
3819;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Oxford Suites;Oxford Suites;
3820;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Jumeirah Essex House;Jumeirah Essex House;
3821;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Caribe Royale;Caribe Royale;
3823;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Grand Sierra Resort;Grand Sierra Resort;
3824;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Aria (Aria Resort and Casino);Aria (Aria Resort and Casino);
3825;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Vdara (Vdara Hotel and Spa);Vdara (Vdara Hotel and Spa);
3826;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Autograph;Autograph;
3827;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Galt House;Galt House;
3828;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Cosmopolitan of Las Vegas;Cosmopolitan of Las Vegas;
4011;X;Transportation;Перевозки;Rail transport;Железнодорожный транспорт;Railroads—Freight;Железные дороги;
4111;X;Transportation;Перевозки;Rail transport;Железнодорожный транспорт;Transportation—Suburban and Local Commuter Passenger, including Ferries;Транспортные услуги – загородные и пригородные пассажирские перевозки, включая паромы;
4112;X;Transportation;Перевозки;Rail transport;Железнодорожный транспорт;Passenger Railways;Пассажирские железнодорожные перевозки;
4119;R, T;Medical service;Медицинское обслуживание;Transportation;Услуги перевозки;Ambulance Services;Услуги скорой помощи;
4121;R, T;Automobiles and Vehicles;Транспортные средства;Transportation;Услуги перевозки;Limousines, Taxicabs;Такси;
4131;X;Automobiles and Vehicles;Транспортные средства;Transportation;Услуги пассажирского транспорта;Bus Lines;Автобусы, троллейбусы, трамваи;
4214;R, T;Transportation;Перевозки;Trucking;Грузоперевозки;Motor Freight Carriers, Trucking—Local/Long Distance, Moving and Storage Companies, Local Delivery;Моторные грузовые перевозки, грузовые местные/дальнобойные перевозки, компании по перемещению грузов и складированию, местная доставка;
4215;R, T;Transportation;Перевозки;Courier Services;Курьерские услуги;Courier Services—Air and Ground, Freight Forwarders, Freight Forwarders;Курьерские услуги – Воздушные/наземные, экспедиционные агентства;
4225;R, T;Storage;Хранение;Public Warehousing;Общехозяйственные склады;Public Warehousing—Farm Products, Refrigerated Goods, Household Goods Storage;Общественные склады сельскохозяйственной продукции, охлажденные продукты, хранение товаров бытового потребления;
4411;H;Transportation;Перевозки;Waterway transport;Водный транспорт;Cruise Lines;Круизные линии/пароходы;
4457;R, T;Rentals;Аренда;Waterway transport;Водный транспорт;Boat Leases and Boat Rentals;Аренда лодок;
4468;R, T;Rentals;Аренда;Waterway transport;Водный транспорт;Marinas, Marine Service/Supplies;Марины, морские услуги/снабжение;
4511;X;Transportation;Перевозки;Air Carriers;Авиатранспорт;Air Carriers, Airlines—not elsewhere classified;Авиа перевозчики, авиалинии – не классифицированные;
4582;R, T;Transportation;Перевозки;Airport services;Услуги аэропортов;Airports, Airport Terminals, Flying Fields;Аэропорты, терминалы аэропортов, летные поля;
4722;X;Transportation;Перевозки;Travel;Агентства путешествий;Travel Agencies and Tour Operators;Агентства путешествий;
4784;R, T;Transportation;Перевозки;Taxes and fees;Налоги и сборы;Bridge and Road Fees, Tolls;Платежи, связанные с автомобильными дорогами и мостами.;
4789;X;Transportation;Перевозки;Transportation Services;Услуги перевозки;Miscellaneous Transportation Services;Услуги по транспортировке – не классифицированные;
4812;R, T;Utilities;Коммунальные услуги;Telecommunications;Телекоммуникации;Telecommunication Equipment Including Telephone Sales;Телекоммуникационное оборудование, включая продажу телефонов;
4813;T;Utilities;Коммунальные услуги;Telephone Services;Услуги связи;Key-entry Telecom Merchant providing single local and long-distance phone calls using a central access number in a non–face-to-face environment using key entry;"Провайдеры телекоммуникационных услуг, включая местные и междугородние телефонные звонки, размещаемых путем ключевой вход с помощью центрального номер доступа";
4814;R, T;Utilities;Коммунальные услуги;Telephone Services;Телефонная связь;Calls Through Use of Magnetic Stripe-Reading Telephones;Телекоммуникационные услуги, включая местные и отдаленные звонки, звонки по кредитным карточкам, звонки по карточкам с магнитно-считывающих телефонов-автоматов;
4815;T;Utilities;Коммунальные услуги;Telephone Services;Телефонная связь;Monthly Summary Telephone C;Телефонные услуги МастерФоун – ежемесячная суммированная оплата;
4816;R, T;Utilities;Коммунальные услуги;Online services;Интернет;Computer Network/Information Services;Информационные технологии;
4821;R, T;Utilities;Коммунальные услуги;Telephone Services;Телефонная связь;Telegraph Services;Телефонная связь;
4829;U;Service Providers;Услуги поставщиков;Wire Transfer Money Orders;Денежные переводы;Money Transfer;Денежные переводы;
4899;R, T;Utilities;Коммунальные услуги;TV services;Телевидение;Cable, Satellite, and Other Pay Television and Radio Services;Телевизионные услуги – кабельные и прочие платные;
4900;R, T;Utilities;Коммунальные услуги;Other utilities;Прочие коммунальные платежи;Utilities—Electric, Gas, Heating Oil, Sanitary, Water;Коммунальные платежи;
5013;R, T;Automobiles and Vehicles;Транспортные средства;Parts and Accessories;Запчасти и аксессуары;Motor Vehicle Supplies and New Parts;Материалы для моторных средств передвижения и новые запасные части;
5021;R, T;Wholesale manufacturers;Оптовые производители;Furniture;Мебель;Furniture, Office and Commercial;Коммерческая мебель – не классифицированная;
5039;R, T;Wholesale manufacturers;Оптовые производители;Materials;Материалы;Construction Materials—not elsewhere classified;Стройматериалы;
5044;R, T;Wholesale manufacturers;Оптовые производители;Equipment;Офисное оборудование;Office, Photographic, Photocopy, and Microfilm Equipment;Офисное, фотографическое, фотокопирующее оборудование и оборудование для микрофильмов;
5045;R, T;Wholesale manufacturers;Оптовые производители;Electronics and Appliances;Электроника и бытовая техника;Computers, Computer Peripheral Equipment;Компьютеры, компьютерное периферийное оборудование, программное обеспечение;
5046;R, T;Wholesale manufacturers;Оптовые производители;Electronics and Appliances;Электроника и бытовая техника;Commercial Equipment—not elsewhere classified;Коммерческое оборудование – не классифицированное;
5047;R, T;Wholesale manufacturers;Оптовые производители;Medical Equipment and Supplies;Медицинское оборудование и принадлежности;Medical, Dental, Ophthalmic and Hospital Equipment and Supplies;Зубоврачебное/лабораторное/медицинское/офтальмологическое медицинское оборудование и материалы;
5051;R, T;Wholesale manufacturers;Оптовые производители;Repair and construction;Ремонт, строительство;Metal Service Centers and Offices;Центры и офисы по обслуживанию металла;
5065;R, T;Wholesale manufacturers;Оптовые производители;Electronics and Appliances;Электроника и бытовая техника;Electrical Parts and Equipment;Электрические запчасти и оборудование;
5072;R, T;Wholesale manufacturers;Оптовые производители;Electronics and Appliances;Электроника и бытовая техника;Hardware Equipment and Supplies;Компьютерное оборудование и материалы;
5074;R, T;Wholesale manufacturers;Оптовые производители;Repair and construction;Ремонт, строительство;Heating Equipment;Водопроводное и отопительное оборудование;
5085;R, T;Wholesale manufacturers;Оптовые производители;Repair and construction;Ремонт, строительство;Industrial Supplies—not elsewhere classified;Промышленных материалы;Торговцы, отнесенных к этому MCC оптовых дистрибьюторов промышленных материалов, таких как абразивные материалы, подшипники, ящики, бидоны, ящики, пробки, прокладки, прокладки, гидравлические клапаны, шланги, поршни, звездочки, бочки, бутылки (стекло или пластик), промышленные арматуры, канатов, шпагата и веревки, металлы закрытий, принтеров чернила, гранильной оборудования, кожаные ремни, мельница материалов, ведра, резиновые изделия, материалы текстильные принтеры, и стальные бочки.
5094;R, T;Wholesale manufacturers;Оптовые производители;Materials;Материалы;Precious Stones and Metals;Драгоценные камни и металлы, наручные часы и украшения;
5099;R, T;Wholesale manufacturers;Оптовые производители;Repair and construction;Ремонт, строительство;Durable Goods—not elsewhere classified;Товары долгосрочного употребления – не классифицированные;
5111;R, T;Wholesale manufacturers;Оптовые производители;Office Supplies;Офисные принадлежности;Office Supplies, Printing and Writing Paper, Stationery;Канцпринадлежности, офисное оборудование, печатная и писчая бумага;
5122;R, T;Wholesale manufacturers;Оптовые производители;Health and Beauty;Красота и здоровье;Drugs, Drug Proprietaries, and Druggists Sundries;Лекарственные средства, владельцы аптек, аптечный инвентарь;
5131;R, T;Wholesale manufacturers;Оптовые производители;Fabric Goods;Товары галантереи;Notions, Piece Goods, and Other Dry Goods;Штучные товары, галантерейные товары, прочие сухие товары;
5137;R, T;Wholesale manufacturers;Оптовые производители;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Children’s, Men’s, and Women’s Uniforms and Commercial Clothing;Мужские, женские и детские унивформы, коммерческая одежда;
5139;R, T;Wholesale manufacturers;Оптовые производители;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Commercial Footwear;Коммерческая обувь;
5169;R, T;Wholesale manufacturers;Оптовые производители;Household goods;Хозяйственные товары;Chemicals and Allied Products—not elsewhere classified;Химикаты и сопутствующие продукты – не классифицированные;
5172;R, T;Automobiles and Vehicles;Транспортные средства;Fuel Products;Бензин, топливо;Petroleum and Petroleum Products;Бензин и бензо-продукты;
5192;R, T;Wholesale manufacturers;Оптовые производители;Leisure;Досуг;Books, Newspapers, and Periodicals;Книги, периодические издания, газеты;
5193;R, T;Wholesale manufacturers;Оптовые производители;Gardening Supplies;Садово-огородный инвентарь;Florists Supplies, Nursery Stock, and Flowers;"Цветы, саженцы и флористов питания, свежие и искусственные цветы, и горшечных растений.";
5198;R, T;Wholesale manufacturers;Оптовые производители;Repair and construction;Ремонт, строительство;Paints and Supplies;Краски, лаки, материалы;
5199;R, T;Wholesale manufacturers;Оптовые производители;Repair and construction;Ремонт, строительство;Nondurable Goods—not elsewhere classified;Не долгосрочные товары – не классифицированные;
5200;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Home Supply Warehouse Stores;Склад бытовых материалов;
5211;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Building Materials Stores;Строительные материалы, магазины пиломатериалов;
5231;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Paint Stores;Стекло, краска, обои;
5251;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Hardware Stores;Магазины домашней утвари;
5261;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Lawn and Garden Supply Stores, Nurseries;Магазины материалов для лужаек и сада;
5271;R, T;Retail Stores;Розничные магазины;Automobile;Транспорт;Mobile Home Dealers;Дилеры домов на колесах;
5300;R, T;Retail Stores;Розничные магазины;Discount Goods;Товары со скидкой;Wholesale Clubs;Магазины для оптовых покупок;
5309;R, T;Retail Stores;Розничные магазины;Airport services;Услуги аэропортов;Duty Free Stores;Магазины беспошлинной торговли;
5310;R, T;Retail Stores;Розничные магазины;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Discount Stores;Магазины скидок;
5311;R, T;Retail Stores;Розничные магазины;Сommercial networks;Торговые сети;Department Stores;Универмаги;
5331;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Variety Stores;Галантерейные магазины;
5333;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Hypermarket;Гипермаркеты;
5399;R, T;Retail Stores;Розничные магазины;Сommercial networks;Торговые сети;Miscellaneous General Merchandise Stores;Магазины со смешанным ассортиментом;
5411;R, T;Retail Stores;Розничные магазины;Food products;Товары питания;Grocery Stores, Supermarkets;Бакалейные магазины и супермаркеты;
5422;R, T;Retail Stores;Розничные магазины;Food products;Товары питания;Freezer, Locker Meat Provisioners;Замороженное/быстрозамороженное мясо;
5441;R, T;Retail Stores;Розничные магазины;Food products;Товары питания;Candy Stores;Сладости, орехи, конфеты;
5451;R, T;Retail Stores;Розничные магазины;Food products;Товары питания;Dairy Products Stores;Магазины молочных продуктов;
5462;R, T;Retail Stores;Розничные магазины;Food products;Товары питания;Bakeries;Булочные;
5499;R, T;Retail Stores;Розничные магазины;Food products;Товары питания;Miscellaneous Food Stores—Convenience Stores, Markets, Specialty Stores;Магазины со смешанным ассортиментом – магазины, работающие допоздна, рынки, специализированные магазины, автоматы-дистрибьюторы;
5511;R, T;Automobiles and Vehicles;Транспортные средства;Car Dealers;Автомобильные диллеры;Automobile and Truck Dealers—Sales, Service, Repairs, Parts,and Leasing;Дилеры автомобилей и грузовиков – продажа, обслуживание, ремонт, запасные части, аренда;
5521;R, T;Automobiles and Vehicles;Транспортные средства;Car Dealers;Автомобильные диллеры;Automobile and Truck Dealers—(Used Only)—Sales;Продажа подержанных автомобилей;
5531;R, T;Automobiles and Vehicles;Транспортные средства;Parts and Accessories;Запчасти и аксессуары;Auto Store;Автомагазины, торгующие запчастями для автомобилей;
5532;R, T;Automobiles and Vehicles;Транспортные средства;Parts and Accessories;Запчасти и аксессуары;Automotive Tire Stores;Магазины автомобильных шин;
5533;R, T;Automobiles and Vehicles;Транспортные средства;Parts and Accessories;Запчасти и аксессуары;Automotive Parts, Accessories Stores;Магазины запчастей, аксессуаров;
5541;R, T;Automobiles and Vehicles;Транспортные средства;Maintenance;Техническое обслуживание, ремонт;Service Stations (with or without Ancillary Services);Станции техобслуживания (с или без дополнительных услуг);
5542;R;Automobiles and Vehicles;Транспортные средства;Fuel Products;Бензин, топливо;Fuel Dispenser, Automated;Топливозаправки, автоматические;
5551;R, T;Automobiles and Vehicles;Транспортные средства;Waterway transport;Водный транспорт;Boat Dealers;Дилеры лодок;
5561;R, T;Automobiles and Vehicles;Транспортные средства;Parts and Accessories;Запчасти и аксессуары;Recreational and Utility Trailers;Дилеры дач-прицепов, трейлеров для отдыха и коммунальных услуг;
5571;R, T;Automobiles and Vehicles;Транспортные средства;Motorcycle Dealers;Диллеры мотоциклов;Motorcycle Shops and Dealers;Дилеры мотоциклов;
5592;R, T;Automobiles and Vehicles;Транспортные средства;Motor Home Dealers;Дома на колесах;Motor Home Dealers;Дилеры домов на колесах;
5598;R, T;Automobiles and Vehicles;Транспортные средства;Snowmobile Dealers;Дилеры снегоходов;Applies exclusively to merchants that sell new and used snowmobiles and related parts and accessories.;Дилеры снегоходов;
5599;R;Automobiles and Vehicles;Транспортные средства;Automotive Dealers;Разные автомобильные диллеры;Miscellaneous Automotive, Aircraft, and Farm Equipment Dealers—not elsewhere classified;Различные дилеры автоматических средств передвижения – не классифицированные;
5611;R, T;Retail Stores;Розничные магазины;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Men’s and Boys’ Clothing and Accessories Stores;Мужская и мальчиковая одежда и фурнитура;
5621;R, T;Retail Stores;Розничные магазины;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Women’s Ready to Wear Stores;Магазины женского прет апорте;
5631;R, T;Retail Stores;Розничные магазины;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Women’s Accessory and Specialty Stores;Магазины женских аксессуаров и предметов женского туалета;
5641;R, T;Retail Stores;Розничные магазины;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Children’s and Infants’ Wear Stores;Магазины детской одежды;
5651;R, T;Retail Stores;Розничные магазины;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Family Clothing Stores;Магазины одежды для всей семьи;
5655;R, T;Retail Stores;Розничные магазины;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Sports Apparel Stores;Магазины спортивной одежды/одежды для верховой езды;
5661;R, T;Retail Stores;Розничные магазины;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Shoe Stores;Обувные магазины;
5681;R, T;Retail Stores;Розничные магазины;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Furriers and Fur Shops;Меховые магазины/меховщики;
5691;R, T;Retail Stores;Розничные магазины;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Men’s and Women’s Clothing Stores;Супермаркеты мужской и женской одежды;
5697;R, T;Retail Stores;Розничные магазины;Atelier;Ателье;Alterations, Mending, Seamstresses, Tailors;Переделка, починка, белошвейки, портные;
5698;R, T;Retail Stores;Розничные магазины;Wig Shops;Парики и шиньоны;Toupee Shops, Wig Shops;Парики и шиньоны;
5699;R, T;Retail Stores;Розничные магазины;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Accessory Stores—Miscellaneous;Магазины одежды и аксессуаров - различные;
5712;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Equipment Stores (except Appliances);Оборудование, мебель и магазины домашней обстановки (за исключением бытовой техники);
5713;R, T;Retail Stores;Розничные магазины;Repair and construction;Ремонт, строительство;Floor Covering Stores;Магазины половых покрытий;
5714;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Drapery Stores;Драпировка, обойка, оконные шторы, занавески, тюль и т.п.;
5718;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Fireplace, Fireplace Screens and Accessories Stores;Камины, каминные заслонки и магазины аксессуаров;
5719;R, T;Retail Stores;Розничные магазины;Household goods;Хозяйственные товары;Miscellaneous House Furnishing Specialty Shops;Смешанные магазины предметов домашней обстановки;
5722;R, T;Retail Stores;Розничные магазины;Electronics and Appliances;Электроника и бытовая техника;Household Appliance Stores;Магазины бытовой техники;
5732;R, T;Retail Stores;Розничные магазины;Electronics and Appliances;Электроника и бытовая техника;Electronic Sales;Радио, стерео и телевизионные магазины;
5733;R, T;Retail Stores;Розничные магазины;Electronics and Appliances;Электроника и бытовая техника;Music Stores—Musical Instruments, Pianos, Sheet Music;Музыкальные магазины – магазины инструментов, пианино, нотные магазины;
5734;R, T;Retail Stores;Розничные магазины;Leisure;Досуг;Computer Software Stores;Магазины компьютерного программного обеспечения;
5735;R, T;Retail Stores;Розничные магазины;Leisure;Досуг;Record Shops;Магазины записей;
5811;F;Locations nutrition;Места питания;Service Providers;Поставщики услуг;Caterers;Магазины общественного питания;
5812;F;Locations nutrition;Места питания;Eating out;Питание вне дома;Eating Places, Restaurants;Места питания, рестораны;
5813;F;Locations nutrition;Места питания;Eating out;Питание вне дома;Bars—Drinking Places;Бары, коктейльные, дискотеки, ночные клубы и таверны – места общественного питания, торгующие алкогольными напитками;
5814;F;Locations nutrition;Места питания;Eating out;Питание вне дома;Fast Food Restaurants;Точки быстрого питания – рестораны быстрого обслуживания;
5912;R, T;Retail Stores;Розничные магазины;Medicine;Медицина;Drug Stores;Аптеки, фармацевтические магазины;
5921;R, T;Retail Stores;Розничные магазины;Food products;Товары питания;Package Stores, Beer, Wine, Liquor;Магазины с продажей спиртных напитков на вынос, пиво, вино, ликеры;
5931;R, T;Retail Stores;Розничные магазины;Clothing, footwear and accessories;Одежда, обувь и аксессуары;Second Hand Stores;Магазины секонд-хэнд, комиссионные магазины;
