MCC;TCC;MCC Category;Категория МСС;MCC Sub-Category;Подкатегория МСС;Description;Группа МСС;
3431;A;Rentals;Аренда;Car Rental Agencies;Прокат автомобилей;Replacement Rent-A-Car;Прокат Автомобилей Замена;
3432;A;Rentals;Аренда;Car Rental Agencies;Прокат автомобилей;Reserve Rent-A-Car;Прокат Автомобилей Резерв;
3433;A;Rentals;Аренда;Car Rental Agencies;Прокат автомобилей;Ugly Duckling Rent-A-Car;Прокат Автомобилей Гадкий Утенок;
3434;A;Rentals;Аренда;Car Rental Agencies;Прокат автомобилей;USA Rent-A-Car;Прокат Автомобилей США;
3435;A;Rentals;Аренда;Car Rental Agencies;Прокат автомобилей;Value Rent-A-Car;Прокат Автомобилей Ценность;
3436;A;Rentals;Аренда;Car Rental Agencies;Прокат автомобилей;Autohansa Rent-A-Car;Прокат Автомобилей Автоганза;
3437;A;Rentals;Аренда;Car Rental Agencies;Прокат автомобилей;Cite Rent-A-Car;Прокат автомобилей Сайт;
3438;A;Rentals;Аренда;Car Rental Agencies;Прокат автомобилей;Interent Rent-A-Car;Прокат автомобилей Интернет;
3439;A;Rentals;Аренда;Car Rental Agencies;Прокат автомобилей;Milleville Rent-A-Car;Прокат Автомобилей Милльвил;
3441;A;Rentals;Аренда;Car Rental Agencies;Прокат автомобилей;Advantage Rent-A-Car;Прокат Автомобилей Преимущество;
3501;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Holiday Inns;Holiday Inns;
3502;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Best Western Hotels;Best Western Hotels;
3503;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Sheraton (Sheraton Hotels);Sheraton (Sheraton Hotels);
3504;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hilton;Hilton;
3505;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Forte Hotels;Forte Hotels;
3506;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Golden Tulip Hotels;Golden Tulip Hotels;
3507;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Friendship Inns;Friendship Inns;
3508;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Quality Inns;Quality Inns;
3509;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Marriott;Marriott;
3510;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Days Inns;Days Inns;
3511;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Arabella Hotels;Arabella Hotels;
3512;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Intercontinental Hotels;Intercontinental Hotels;
3513;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Westin (Westin Hotels);Westin (Westin Hotels);
3514;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Amerisuites;Amerisuites;
3515;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Rodeway Inns;Rodeway Inns;
3516;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;LaQuinta Inns;LaQuinta Inns;
3517;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Americana Hotels;Americana Hotels;
3518;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Sol Hotels;Sol Hotels;
3519;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Pullman International Hotels;Pullman International Hotels;
3520;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Meridien Hotels;Meridien Hotels;
3521;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Royal Lahaina Resort;Royal Lahaina Resort;
3522;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Tokyo Hotel;Tokyo Hotel;
3523;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Peninsula Hotels;Peninsula Hotels;
3524;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;WelcomGroup Hotels;WelcomGroup Hotels;
3525;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Dunfey Hotels;Dunfey Hotels;
3526;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Prince Hotels;Prince Hotels;
3527;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Downtowner Passport;Downtowner Passport;
3528;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Red Lion Inns;Red Lion Inns;
3529;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;CP (Canadian Pacific) Hotels;CP (Canadian Pacific) Hotels;
3530;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Renaissance Hotels;Renaissance Hotels;
3531;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Kauai Coconut Beach Resort;Kauai Coconut Beach Resort;
3532;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Royal Kona Resort;Royal Kona Resort;
3533;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hotel Ibis;Hotel Ibis;
3534;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Southern Pacific Hotel;Southern Pacific Hotel;
3535;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hilton International;Hilton International;
3536;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;AMFAC Hotels;AMFAC Hotels;
3537;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;ANA Hotels;ANA Hotels;
3538;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Concorde Hotels;Concorde Hotels;
3539;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Summerfield Suites Hotel;Summerfield Suites Hotel;
3540;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Iberotel Hotels;Iberotel Hotels;
3541;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hotel Okura;Hotel Okura;
3542;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Royal Hotels;Royal Hotels;
3543;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Four Seasons Hotels;Four Seasons Hotels;
3544;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Ciga Hotels;Ciga Hotels;
3545;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Shangri-La International;Shangri-La International;
3546;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hotel Sierra;Hotel Sierra;
3547;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Breakers Resort;Breakers Resort;
3548;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hotels Melia;Hotels Melia;
3549;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Auberge des Governeures;Auberge des Governeures;
3550;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Regal 8 Inns;Regal 8 Inns;
3551;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Mirage Hotel and Casino;Mirage Hotel and Casino;
3552;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Coast Hotel;Coast Hotel;
3553;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Park Inns International;Park Inns International;
3554;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Pinehurst Resort;Pinehurst Resort;
3555;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Treasure Island Hotel and Casino;Treasure Island Hotel and Casino;
3556;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Barton Creek Resort;Barton Creek Resort;
3557;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Manhattan East Suite Hotels;Manhattan East Suite Hotels;
3558;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Jolly Hotels;Jolly Hotels;
3559;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Candlewood Suites;Candlewood Suites;
3560;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Aladdin Resort and Casino;Aladdin Resort and Casino;
3561;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Golden Nugget;Golden Nugget;
3562;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Comfort Inns;Comfort Inns;
3563;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Journey’s End Motels;Journey’s End Motels;
3564;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Sam’s Town Hotel and Casino;Sam’s Town Hotel and Casino;
3565;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Relax Inns;Relax Inns;
3566;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Garden Place Hotel;Garden Place Hotel;
3567;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Soho Grand Hotel;Soho Grand Hotel;
3568;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Ladbroke Hotels;Ladbroke Hotels;
3569;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Tribeca Grand Hotel;Tribeca Grand Hotel;
3570;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Forum Hotels;Forum Hotels;
3571;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Grand Wailea Resort;Grand Wailea Resort;
3572;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Miyako Hotel;Miyako Hotel;
3573;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Sandman Hotels;Sandman Hotels;
3574;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Venture Inn;Venture Inn;
3575;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Vagabond Hotels;Vagabond Hotels;
3576;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;La Quinta Resort;La Quinta Resort;
3577;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Mandarin Oriental Hotels;Mandarin Oriental Hotels;
3578;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Frankenmuth Bavarian;Frankenmuth Bavarian;
3579;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hotel Mercure;Hotel Mercure;
3580;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hotel Del Coronado;Hotel Del Coronado;
3581;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Delta Hotels;Delta Hotels;
3582;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;California Hotel and Casino;California Hotel and Casino;
3583;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;SAS Hotels;SAS Hotels;
3584;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Princess Hotels International;Princess Hotels International;
3585;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hungar Hotels;Hungar Hotels;
3586;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Sokos Hotel;Sokos Hotel;
3587;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Doral Hotels;Doral Hotels;
3588;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Helmsley Hotels;Helmsley Hotels;
3589;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Doral Golf Resort;Doral Golf Resort;
3590;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Fairmont Hotels;Fairmont Hotels;
3591;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Sonesta Hotels;Sonesta Hotels;
3592;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Omni Hotels;Omni Hotels;
3593;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Cunard Hotels;Cunard Hotels;
3594;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Arizona Biltmore;Arizona Biltmore;
3595;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hospitality Inns;Hospitality Inns;
3596;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Wynn Las Vegas;Wynn Las Vegas;
3597;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Riverside Resort and Casino;Riverside Resort and Casino;
3598;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Regent International Hotel;Regent International Hotel;
3599;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Pannonia Hotels;Pannonia Hotels;
3600;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Saddlebrook Resort—Tampa;Saddlebrook Resort—Tampa;
3601;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;TradeWinds Resorts;TradeWinds Resorts;
3602;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hudson Hotel;Hudson Hotel;
3603;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Noah’s Hotel;Noah’s Hotel;
3604;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hilton Garden Inn;Hilton Garden Inn;
3605;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Jurys Doyle Hotel Group;Jurys Doyle Hotel Group;
3606;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Jefferson Hotel;Jefferson Hotel;
3607;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Fontainebleau Resort;Fontainebleau Resort;
3608;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Gaylord Opryland;Gaylord Opryland;
3609;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Gaylord Palms;Gaylord Palms;
3610;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Gaylord Texan;Gaylord Texan;
3611;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;C MON INN;C MON INN;
3612;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Moevenpick Hotels;Moevenpick Hotels;
3613;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Microtel Inn and Suites;Microtel Inn and Suites;
3614;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;AmericInn;AmericInn;
3615;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Travelodge;Travelodge;
3616;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hermitage Hotel;Hermitage Hotel;
3617;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;America’s Best Value Inn;America’s Best Value Inn;
3618;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Great Wolf;Great Wolf;
3619;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;aloft (aloft hotels);aloft (aloft hotels);
3620;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Binion’s Horseshoe Club;Binion’s Horseshoe Club;
3621;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Extended Stay;Extended Stay;
3622;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Merlin Hotel Group;Merlin Hotel Group;
3623;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Dorint Hotels;Dorint Hotels;
3624;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Lady Luck Hotel and Casino;Lady Luck Hotel and Casino;
3625;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hotel Universale;Hotel Universale;
3626;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Studio Plus;Studio Plus;
3627;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Extended Stay America;Extended Stay America;
3628;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Excalibur Hotel and Casino;Excalibur Hotel and Casino;
3629;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Dan Hotels;Dan Hotels;
3630;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Extended Stay Deluxe;Extended Stay Deluxe;
3631;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Sleep Inns;Sleep Inns;
3632;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;The Phoenician;The Phoenician;
3633;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Rank Hotels;Rank Hotels;
3634;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Swissotel;Swissotel;
3635;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Reso Hotel;Reso Hotel;
3636;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Sarova Hotels;Sarova Hotels;
3637;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Ramada Inns;Ramada Inns;
3638;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Howard Johnson;Howard Johnson;
3639;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Mount Charlotte Thistle;Mount Charlotte Thistle;
3640;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hyatt Hotels;Hyatt Hotels;
3641;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Sofitel Hotels;Sofitel Hotels;
3642;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Novotel Hotels;Novotel Hotels;
3643;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Steigenberger Hotels;Steigenberger Hotels;
3644;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;EconoLodges;EconoLodges;
3645;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Queens Moat Houses;Queens Moat Houses;
3646;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Swallow Hotels;Swallow Hotels;
3647;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Husa Hotels;Husa Hotels;
3648;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;De Vera Hotels;De Vera Hotels;
3649;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Radisson Hotels;Radisson Hotels;
3650;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Red Roof Inns;Red Roof Inns;
3651;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Imperial London Hotels;Imperial London Hotels;
3652;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Embassy Hotels;Embassy Hotels;
3653;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Penta Hotels;Penta Hotels;
3654;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Loews Hotels;Loews Hotels;
3655;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Scandic Hotels;Scandic Hotels;
3656;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Sara Hotels;Sara Hotels;
3657;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Oberoi Hotels;Oberoi Hotels;
3658;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;New Otani Hotels;New Otani Hotels;
3659;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Taj Hotels International;Taj Hotels International;
3660;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Knights Inn;Knights Inn;
3661;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Metropole Hotels;Metropole Hotels;
3662;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Circus Circus Hotel and Casino;Circus Circus Hotel and Casino;
3663;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hoteles El Presidente;Hoteles El Presidente;
3664;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Flag Inns;Flag Inns;
3665;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hampton Inn Hotels;Hampton Inn Hotels;
3666;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Stakis Hotels;Stakis Hotels;
3667;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Luxor Hotel and Casino;Luxor Hotel and Casino;
3668;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Maritim Hotels;Maritim Hotels;
3669;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Eldorado Hotel and Casino;Eldorado Hotel and Casino;
3670;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Arcade Hotels;Arcade Hotels;
3671;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Arctia Hotels;Arctia Hotels;
3672;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Campanile Hotels;Campanile Hotels;
3673;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;IBUSZ Hotels;IBUSZ Hotels;
3674;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Rantasipi Hotels;Rantasipi Hotels;
3675;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Interhotel CEDOK;Interhotel CEDOK;
3676;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Monte Carlo Hotel and Casino;Monte Carlo Hotel and Casino;
3677;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Climat de France Hotels;Climat de France Hotels;
3678;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Cumulus Hotels;Cumulus Hotels;
3679;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Silver Legacy Hotel and Casino;Silver Legacy Hotel and Casino;
3680;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Hoteis Othan;Hoteis Othan;
3681;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Adams Mark Hotels;Adams Mark Hotels;
3682;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Sahara Hotel and Casino;Sahara Hotel and Casino;
3683;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Bradbury Suites;Bradbury Suites;
3684;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Budget Hosts Inns;Budget Hosts Inns;
3685;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Budgetel Inns;Budgetel Inns;
3686;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Susse Chalet;Susse Chalet;
3687;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Clarion Hotels;Clarion Hotels;
3688;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Compri Hotels;Compri Hotels;
3689;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Consort Hotels;Consort Hotels;
3690;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Courtyard by Marriott;Courtyard by Marriott;
3691;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Dillon Inn;Dillon Inn;
3692;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Doubletree;Doubletree;
3693;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Drury Inn;Drury Inn;
3694;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Economy Inns of America;Economy Inns of America;
3695;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Embassy Suites;Embassy Suites;
3696;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Excel Inn;Excel Inn;
3697;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Fairfield Hotels;Fairfield Hotels;
3698;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Harley Hotels;Harley Hotels;
3699;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Midway Motor Lodge;Midway Motor Lodge;
3700;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Motel 6;Motel 6;
3701;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;La Mansion Del Rio;La Mansion Del Rio;
3702;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Registry Hotels;Registry Hotels;
3703;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Residence Inn;Residence Inn;
3704;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Royce Hotels;Royce Hotels;
3705;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Sandman Inn;Sandman Inn;
3706;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Shilo Inn;Shilo Inn;
3707;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Shoney’s Inn;Shoney’s Inn;
3708;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Virgin River Hotel and Casino;Virgin River Hotel and Casino;
3709;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Super 8 Motels;Super 8 Motels;
3710;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;The Ritz-Carlton;The Ritz-Carlton;
3711;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Flag Inns (Australia);Flag Inns (Australia);
3712;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Buffalo Bill’s Hotel and Casino;Buffalo Bill’s Hotel and Casino;
3713;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Quality Pacific Hotel;Quality Pacific Hotel;
3714;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Four Seasons (Australia) Hotels;Four Seasons (Australia) Hotels;
3715;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Fairfield Inn;Fairfield Inn;
3716;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Carlton Hotels;Carlton Hotels;
3717;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;City Lodge Hotels;City Lodge Hotels;
3718;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Karos Hotels;Karos Hotels;
3719;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Protea Hotels;Protea Hotels;
3720;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Southern Sun Hotels;Southern Sun Hotels;
3721;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Conrad Hotels;Conrad Hotels;
3722;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Wyndham;Wyndham;
3723;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Rica Hotels;Rica Hotels;
3724;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Inter Nor Hotels;Inter Nor Hotels;
3725;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Sea Pines Resort;Sea Pines Resort;
3726;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Rio Suites;Rio Suites;
3727;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Broadmoor Hotel;Broadmoor Hotel;
3728;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Bally’s Hotel and Casino;Bally’s Hotel and Casino;
3729;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;John Ascuagas Nugget;John Ascuagas Nugget;
3730;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;MGM Grand Hotel;MGM Grand Hotel;
3731;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Harrahs Hotels and Casinos;Harrahs Hotels and Casinos;
3732;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Opryland Hotel;Opryland Hotel;
3733;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Boca Raton Resort;Boca Raton Resort;
3734;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Harvey Bristol Hotels;Harvey Bristol Hotels;
3735;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Masters Economy Inns;Masters Economy Inns;
3736;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Colorado Belle Edgewater Resort;Colorado Belle Edgewater Resort;
3737;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Riviera Hotel and Casino;Riviera Hotel and Casino;
3738;H;Lodging;Жилье;Hotels and Motels;Отели и Гостиницы;Tropicana Resort and Casino;Tropicana Resort and Casino;
